Provider Number,Provider Name,Address,City,Phone_Number,ZipCode,Service Area,Supervisory District,Programs/Services,Provider Classification,Age Group Served,Language/Cultures,Operation,Operation Hours,Walk-In-Hours
7370,PROTOTYPES I-CAN,2555 EAST COLORADO BLVD. STE. 100,PASADENA,(626) 577-2261,91107,3,5,"CALWORKS, CRISIS INTERVENTION, FCCS, FSP, MULTI ASSESSMENT TEAMS, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PREVENTION, SPECIALIZED FOSTER CARE, TARGETED CASE MANAGEMENT",OUTPATIENT,CHILD/TAY,"BURMESE, ENGLISH, GERMAN, MANDARIN, SPANISH, THAI, VIETNAMESE",NGA,MON - THURS 8:00 AM - 6:30 PM; FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7569,PROTOTYPES I-CAN,831 E. ARROW HIGHWAY,POMONA,(909)398-4383,91767,3,1,"CALWORKS, CRISIS INTERVENTION, FIELD CAPABLE CLINICAL SERVICES (FCCS), FULL SERVICE PARTNERSHIP (FSP), MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PREVENTION & EARLY INTERVENTION (PEI), TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT/CHILD/TAY,"ENGLISH, HINDI,  SPANISH, ARABIC, THAIWANESE, MANDARIN, URDU",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7374,ROSEMARY CHILDREN'S  SERVICES,36 SOUTH KINNELOA AVE.,PASADENA,(626) 844-3033,91107,3,5,"CRISIS INTERVENTION, DAY REHABILITATION, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, TARGETED CASE MANAGEMENT",OUTPATIENT,CHILD/TAY,"CANTONESE, ENGLISH, MANDARIN, SPANISH",NGA,MON - FRI 9:00 AM - 5:00 PM,CONTACT PROVIDER
7816,ROSEMARY CHILDREN'S  SERVICES,3244 E. GREEN ST.,PASADENA,(626) 844-3033,91107,3,1,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",NGA,MON -FRI 8:00 AM- 5:00 PM,CONTACT PROVIDER
7563,SAN GABRIEL CHILDREN'S  CENTER,4740 NORTH GRAND AVE.,COVINA,(626) 859-2089,91724,3,5,"CRISIS INTERVENTION, DAY TREATMENT, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), SPECIALIZED FOSTER CARE, TARGETED CASE MANAGEMENT, THERAPEUTIC BEHAVIORAL SERVICES",OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH,",NGA,MON - FRI 9:00 AM - 5:00 PM,CONTACT PROVIDER
7710,SOCIAL MODEL RECOVERY SYSTEMS - RIVER COMMUNITY DAY TREATMENT,"510 S. 2ND AVE., SUITE 7",COVINA,(626) 332-3145,91723,3,5,"CO-OCCURRING DISORDERS, MENTAL HEALTH SERVICES* (MHS)",OUTPATIENT,TAY/ADULTS,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7131,SOCIAL MODEL RECOVERY SYSTEMS - THE RIVER COMMUNITY,23701 EAST FORK RD.,AZUSA,(626) 910-1202,91702,3,5,"CO-OCCURRING DISORDERS, DAY REHABILITATION, LIFE SUPPORT, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS)",OUTPATIENT,ADULT,"ENGLISH, SPANISH",NGA,MON - FRI 9:00 AM - 5:00 PM,CONTACT PROVIDER
7618,SOCIAL MODEL RECOVERY SYSTEMS - THE RIVER COMMUNITY,508 S. 2ND AVE.,COVINA,(877) 507-6242,91723,3,5,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,CHILD/ADULT,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7810,SPECIALIZED FOSTER CARE,1373 E. CENTER DR.,COVINA,(626) 229-3805,91724,3,5,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",DMH,MON -FRI 8:00 AM- 5:00 PM,BY REFERRAL ONLY
7811,SPECIALIZED FOSTER CARE,801 CORPORATE CENTER DR.,POMONA,(626) 455-4668,91768,3,1,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",DMH,MON -FRI 8:00 AM- 5:00 PM,BY REFERRAL ONLY
7809,SPECIALIZED FOSTER CARE-EL MONTE,4024 NORTH DURFEE AVE.,EL MONTE,(626) 455-4668,91732,3,1,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",DMH,MON - FRI 8:00 AM - 5:00 PM,BY REFERRAL ONLY
7753,SPECIALIZED FOSTER CARE-GLENDORA,725 SOUTH GRAND AVE.,GLENDORA,(626) 691-1855,91740,3,5,"CRISIS INTERVENTION, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT, WELLNESS CENTER",OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",DMH,MON - FRI 8:00 AM - 5:00 PM,BY REFERRAL ONLY
7442,SPECIALIZED FOSTER CARE-PASADENA,532 EAST COLORADO BLVD. 8TH FL.,PASADENA,(626) 229-3825,91101,3,5,"CRISIS INTERVENTION, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, TARGETED CASE MANAGEMENT",OUTPATIENT,CHILD/TAY,"CANTONESE, ENGLISH, HINDI, MANDARIN, MARATHI, MIEN, RUSSIAN, SPANISH, TAGALOG, URDU",DMH,MON - FRI 9:00 AM - 5:00 PM,BY REFERRAL ONLY
7527,SPIRITT FAMILY SERVICES,2000 TYLER AVE,SOUTH EL MONTE,(626) 442-1400,91733,3,1,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,CHILD/ADULT,"ENGLISH, SPANISH",NGA,MON - FRI 9:00 AM - 5:00 PM,CONTACT PROVIDER
7368,THE INSTITUTE FOR REDESIGN AND LEARNING - ALMANSOR,1317 HUNTINGTON DRIVE,SOUTH PASADENA,(323) 257-3006,91030,3,5,"MENTAL HEALTH SERVICES* (MHS), SCHOOL BASED SERVICES",OUTPATIENT,ADULT/OLDER ADULT,"ENGLISH, SPANISH",NGA,MON - FRI 9:00 AM - 5:00 PM,BY REFERRAL ONLY
7184,THE INSTITUTE FOR THE REDESIGN OF LEARNING - ALMANSOR,1955 FREMONT AVE.,SOUTH PASADENA,(323) 344-5538,91030,3,5,"CRISIS INTERVENTION, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, TARGETED CASE MANAGEMENT",OUTPATIENT,CHILD/TAY,"AMERICAN SIGN, ARABIC, ARMENIAN, CANTONESE, ENGLISH, HUNGARIAN, ITALIAN, JAPANESE, KOREAN, OTHER CHINESE, SPANISH, TAGALOG, VIETNAMESE",NGA,MON - FRI 8:00 AM - 6:00 PM,CONTACT PROVIDER
7708,THE INSTITUTE FOR THE REDESIGN OF LEARNING - ALMANSOR,205 SOUTH PASADENA AVE.,PASADENA,(323) 344-5536,91105,3,5,"CRISIS INTERVENTION, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), SPECIALIZED FOSTER CARE, TARGETED CASE MANAGEMENT, WELLNESS CENTER",OUTPATIENT,CHILD/TAY,"AMERICAN SIGN, FRENCH, HINDI, JAPANESE, PUNJABI, SPANISH, TAGALOG, TAIWANESE, THAI",NGA,MON - FRI 8:00 AM - 6:00 PM,CONTACT PROVIDER
7798,TRI-CITIES MENTAL HEALTH AUTHORITY,"1900 ROYALTY DR., SUITE 180, 280",POMONA,(909) 623-9500,91767,3,1,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,CHILD/ADULT,"ENGLISH, SPANISH",NGA,MON -FRI 8:00 AM- 5:00 PM,MON -FRI 8:00 AM- 5:00 PM
7731,TRI-CITIES MHC,2008 NORTH GAREY AVE.,POMONA,(909) 623-6131,91767,3,1,"FAMILY COUNSELING, GROUP COUNSELING, MEDICATION SUPPORT, SPECIALIZED FOSTER CARE, TARGETED CASE MANAGEMENT, WRAPAROUND SERVICES",OUTPATIENT,ADULT/CHILD/TAY,"AMERICAN SIGN, FRENCH, HINDI, JAPANESE, PUNJABI, SPANISH, TAGALOG, TAIWANESE, THAI",NGA,"MON, TUES, WED 8:30 AM - 5:30 PM; THURS 8:30 AM - 8:00 PM","MON, WED 8:30 AM - 11:30 AM"
7552,TRINITY,11057 BAYSE ST.,EL MONTE,(626) 444-0539,91732,3,1,"MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, TARGETED CASE MANAGEMENT, THERAPEUTIC BEHAVIORAL SERVICES",OUTPATIENT,CHILD/TAY,"ENGLISH, FRENCH, ITALIAN, SPANISH",NGA,MON - FRI 9:00 AM - 5:00 PM,CONTACT PROVIDER
7787,VIP-COMMUNITY MENTAL HEALTH CENTER,2024 DURFEE AVE,EL MONTE,(626) 450-8930,90031,3,5,"MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT,ENGLISH,NGA,MON -FRI 8:00 AM- 5:00 PM,CONTACT PROVIDER
7659,CRITTENTON SERVICES FOR CHILDREN & FAMILIES,1460 E. HOLT  AVE. SUITE 166,POMONA,(714) 680-6008,91767,3,1,"MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,CHILD/ADULT,"ENGLISH, SPANISH",NGA,MON -FRI 8:00 AM- 5:00 PM,CONTACT PROVIDER
7878,D'VEAL FAMILY & YOUTH SERVICES,743 EAST CALAVERAS ST.,ALTADENA,(626) 296-8900,91001,3,5,"MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,CHILD/ADULT,"ENGLISH, SPANISH",NGA,MON -FRI 8:00 AM- 5:00 PM,CONTACT PROVIDER
7880,D'VEAL FAMILY & YOUTH SERVICES,1905 NORTH LINCOLN AVE.,PASADENA,(626) 796-3453,91103,3,5,"MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,CHILD/ADULT,"ENGLISH, SPANISH",NGA,MON -FRI 8:00 AM- 5:00 PM,CONTACT PROVIDER
7748,PACIFIC CLINICS - HOPE CENTER,"3001 RAMONA BLVD, SUITES H & 1",PASADENA,(877) 722-2737,91105,3,5,"MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,CHILD/ADULT,"ENGLISH, SPANISH",NGA,MON -FRI 8:00 AM- 5:00 PM,CONTACT PROVIDER
7656,PACIFIC CLINICS - SSG,9353 E. VALLEY BLVD,ROSEMEAD,(877) 722-2737,91770,3,1,"MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,CHILD/ADULT,"ASIAN/PACIFIC ISLANDER (API), ENGLISH, SPANISH",NGA,MON -FRI 8:00 AM- 5:00 PM,CONTACT PROVIDER
7870,"SHARE, PRRCH",602 W. HELLMAN AVE.,MONTEREY PARK,,91754,3,1,"MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,CHILD/ADULT,"ENGLISH, SPANISH",NGA,MON -FRI 8:00 AM- 5:00 PM,CONTACT PROVIDER
1956,LAC + USC MEDICAL CENTER,"2020 ZONAL AVE., ROOM 714",LOS ANGELES,(323) 226-2622,90033,4,1,"24 HR ACUTE INPATIENT, CRISIS INTERVENTION, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, TARGETED CASE MANAGEMENT",24 HOUR/RESIDENTIAL,CHILD/ADULT,"ENGLISH, SPANISH",DHS,24 HOURS,24 HOURS
1956,LAC + USC MEDICAL CENTER,1200 N. STATE STREET,LOS ANGELES,(323) 409-5751,90033,4,1,"24 HR ACUTE INPATIENT, CRISIS INTERVENTION, CRISIS STABILIZATION, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING",24 HOUR/RESIDENTIAL,ADULT,"ARABIC, AMERICAN SIGN, ARMENIAN, BENGALI, CANTONESE, ENGLISH, FARSI, FRENCH, GERMAN, GREEK, HEBREW, HINDI,  ITALIAN, KOREAN, MANDARIN, MARATHI, OTHER CHINESE, PORTUGUESE",DHS,24 HOURS,24 HOURS
700,OFFICE OF THE PUBLIC GUARDIAN,320 WEST TEMPLE ST. 15TH FL.,LOS ANGELES,(213) 974-0502,90012,4,1,"MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING",OUTPATIENT,CHILD/TAY,"ARMENIAN, ENGLISH, HINDI, PORTUGUESE, SPANISH",DMH,MON- FRI 8:00 AM - 5:00 PM,BY REFERRAL ONLY
7213,RESIDENTIAL AND BRIDGING SVCS,1925 NORTH DALY ST. 2ND FL.,LOS ANGELES,(323) 226-4800,90031,4,1,"MENTAL HEALTH SERVICES* (MHS), RESIDENTIAL, TARGETED CASE MANAGEMENT",24 HOUR/RESIDENTIAL,ADULT,"ARMENIAN, CANTONESE, FRENCH, KOREAN, SPANISH, TAIWANESE, VIETNAMESE",DMH,24 HOURS,BY REFERRAL ONLY
5565,KAISER PERMANENTE MENTAL HEALTH CENTER,765 WEST COLLEGE ST.,LOS ANGELES,(213) 580-7372,90012,4,1,24 HR ACUTE INPATIENT,24 HOUR/RESIDENTIAL,ADULT,ENGLISH,FFS,24 HOURS,24 HOURS
5026,WHITE MEMORIAL MEDICAL CENTER,1720 CESAR E. CHAVEZ AVE,LOS ANGELES,(323) 265-5035,90033,4,1,24 HR ACUTE INPATIENT,24 HOUR/RESIDENTIAL,ADULT,"CZECH, ENGLISH, HEBREW, SPANISH",FFS,24 HOURS,24 HOURS
5557,USC UNIVERSITY HOSPITAL,1500 SAN PABLO ST.,LOS ANGELES,(323) 442-8500,90033,4,1,24 HR ACUTE INPATIENT,24 HOUR/RESIDENTIAL,ADULT,ENGLISH,FFS,24 HOURS,24 HOURS
1982,GATEWAYS HOSPITAL AND MHC,1891 EFFIE ST.,LOS ANGELES,(323) 644-2000,90026,4,1,"24 HR ACUTE INPATIENT, CRISIS INTERVENTION, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, SPECIALIZED FOSTER CARE, TARGETED CASE MANAGEMENT",24 HOUR/RESIDENTIAL,ADULT/CHILD/TAY,"DUTCH, ENGLISH, FRENCH, FLEMISH, GERMAN, ITALIAN, JAPANESE, KOREAN, POLISH, SPANISH, TAGALOG",NGA,24 HOURS,24 HOURS
6757,GATEWAYS COMMUNITY MHC MDO,433 NORTH HOOVER ST.,LOS ANGELES,(323) 644-2040,90004,4,2,"DAY TREATMENT, LIFE SUPPORT, VOCATIONAL SERVICES",24 HOUR/RESIDENTIAL,ADULT,"CEBUANO, ENGLISH, GERMAN, KOREAN, POLISH, SPANISH, TELUGU",NGA,24 HOURS,BY REFERRAL ONLY
6810,HEALTH RESEARCH ASSOCIATION,600 ST. PAUL AVE. STE. 100,LOS ANGELES,(213) 975-9091,90017,4,1,"RESIDENTIAL, SUPPORTIVE LIVING",24 HOUR/RESIDENTIAL,ADULT,"ARABIC, ENGLISH, POLISH, SERBO-CROATIAN, SPANISH, TAGALOG",NGA,24 HOURS,BY REFERRAL ONLY
7344,OPTIMIST YOUTH HOMES,6957 NORTH FIGUEROA ST.,LOS ANGELES,(323) 443-3151,90042,4,1,"DAY TREATMENT, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), RESIDENTIAL, SPECIALIZED FOSTER CARE, TARGETED CASE MANAGEMENT",24 HOUR/RESIDENTIAL,CHILD/TAY,"ARMENIAN, ENGLISH, JAPANESE, KOREAN, SPANISH",NGA,24 HOURS,BY REFERRAL ONLY
7061,AIDS PROJECT LOS ANGELES,611 SOUTH KINGSLEY DR.,LOS ANGELES,(213) 201-1600,90005,4,2,"COMMUNITY OUTREACH, MENTAL HEALTH PROMOTION",COMMUNITY OUTREACH,ADULT,"CANTONESE, ENGLISH, FRENCH, KOREAN, SPANISH, UKRANIAN",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7112,SPECIAL SERVICES FOR GROUPS (SSG),2120 WEST 8TH ST. STE. 210,LOS ANGELES,(213) 368-1888,90057,4,1,COMMUNITY OUTREACH,COMMUNITY OUTREACH,CHILD/TAY,"ENGLISH, FRENCH, HEBREW, MANDARIN",NGA,MON-FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7134,LAMP COMMUNITY FRANK RICE ACCESS CENTER,627 SAN JULIAN ST.,LOS ANGELES,(213) 488-0031,90013,4,2,COMMUNITY OUTREACH,COMMUNITY OUTREACH,ADULT,"ENGLISH, FRENCH",NGA,MON-FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7106,THE LOS ANGELES GAY & LESBIAN CENTER,1625 NORTH SCHRADER BLVD.,LOS ANGELES,(323) 993-7432,90028,4,3,COMMUNITY OUTREACH,COMMUNITY OUTREACH,ADULT,"ENGLISH, LESBIAN,GAY,BISEXUAL,TRANSGENDER,QUEER (LGBTQ), SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7379,EMERGENCY OUTREACH BUREAU/CRISIS HOMELESS-METRO,695 SOUTH VERMONT AVE. 8TH FL.,LOS ANGELES,(213) 351-2813,90005,4,2,"COMMUNITY OUTREACH, CRISIS HOMELESS, CRISIS INTERVENTION, MENTAL HEALTH PROMOTION, MENTAL HEALTH SERVICES* (MHS), PROVIDER LINKAGE AND REFERRAL, PSYCHIATRIC MOBILE RESPONSE",CRISIS SERVICES,CHILD/ADULT,"ARMENIAN, BENGALI, CANTONESE, FARSI, FRENCH, GERMAN, HEBREW, HINDI, JAPANESE, KOREAN, MANDARIN, RUSSIAN, SPANISH, TAGALOG, THAI, UKRAIN, VIETNAMESE",DMH,MON - FRI 8:00 AM - 5:00 PM,FIELD RESPONSE ONLY
1982,CENTRAL JUVENILE HALL,1605 EASTLAKE AVE.,LOS ANGELES,(323) 226-8611,90033,4,1,MENTAL HEALTH SERVICES* (MHS),JUVENILE JUSTICE,CHILD/TAY,"ENGLISH, SPANISH",DMH,MON - FRI 8:00 AM - 5:00 PM,BY REFERRAL ONLY
1957,CENTRAL JUVENILE HALL,1605 EASTLAKE AVE.,LOS ANGELES,(323) 226-8806,90033,4,1,"MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING",JUVENILE JUSTICE,CHILD/TAY,"CANTONESE, ENGLISH, MANDARIN, SPANISH",DMH,SAT 1:00 PM - 3:00 PM; SUN 1:00 PM - 4:00 PM,BY REFERRAL ONLY
7503,CENTRAL JUVENILE HALL - STAR VIEW ADOLESCENT CENTER INC.,1605 EASTLAKE AVE.,LOS ANGELES,(323) 999-2404,90033,4,1,MENTAL HEALTH SERVICES* (MHS),JUVENILE JUSTICE,CHILD/TAY,"ENGLISH, SPANISH",DMH,MON - FRI 8:00 AM - 5:00 PM,BY REFERRAL ONLY
7494,CENTRAL JUVENILE HALL - AVIVA FAMILY AND CHILDREN'S SERVICES,1605 EASTLAKE AVE.,LOS ANGELES,(323) 876-0550,90033,4,1,MENTAL HEALTH SERVICES* (MHS),JUVENILE JUSTICE,CHILD/TAY,"ENGLISH, SPANISH",DMH,MON - FRI 8:00 AM - 5:00 PM,BY REFERRAL ONLY
1953,LAC + USC MEDICAL CENTER - PSYCH OUTPATIENT,2051 MARENGO ST.,LOS ANGELES,(323) 409-5751,90033,4,1,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,CHILD/ADULT,"ENGLISH, SPANISH",DHS,MON - FRI 8:00 AM - 5:00 PM,MON - FRI 8:00 AM - 5:00 PM
7241,COUNTYWIDE OLDER ADULT GENESIS FCCS,550 SOUTH VERMONT AVE. 6TH FL.,LOS ANGELES,(213) 351-7284,90020,4,2,"CRISIS INTERVENTION, FIELD CAPABLE CLINICAL SERVICES (FCCS), MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, TARGETED TARGETED CASE MANAGEMENT",OUTPATIENT,OLDER ADULT,"CANTONESE, ENGLISH, GREEK, MANDARIN, SPANISH, YIDDISH",DMH,MON - FRI 8:00 AM - 5:00 PM,BY REFERRAL ONLY
7905,DOWNTOWN MENTAL HEALTH CENTER - CALWORKs PROGRAM,631 MAPLE ST.,LOS ANGELES,(213) 430-6700,90014,4,2,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,CHILD/ADULT,"ENGLISH, SPANISH",DMH,MON-FRI 8:00 AM - 5:00 PM,MON-FRI 8:00 AM - 5:00 PM
7216,SYSTEMWIDE MENTAL ASSESSMENT RESPONSE TEAM (SMART),"100 W. 1ST ST., 6TH FL.",LOS ANGELES,(213) 485-3375,90015,4,1,"CRISIS INTERVENTION, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, TARGETED CASE MANAGEMENT,",OUTPATIENT,ADULT,"CANTONESE, ENGLISH, KOREAN, MANDARIN, SPANISH, THAI",DMH,MON-FRI 8:00 AM - 5:00 PM,FIELD RESPONSE ONLY
7757,DOWNTOWN MENTAL HEALTH CENTER - FCCS PROGRAM,522 SOUTH SAN PEDRO ST.,LOS ANGELES,(213) 486-4922,90013,4,2,"COMMUNITY OUTREACH SERVICES, CRISIS INTERVENTION, FIELD CAPABLE CLINICAL SERVICES (FCCS), MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT,"ENGLISH, SPANISH",DMH,MON - FRI 8:00 AM - 5:00 PM,MON - FRI 8:00 AM - 5:00 PM
7759,PROJECT 50 MENTAL HEALTH CLINIC,521 SAN PEDRO ST.,LOS ANGELES,(213) 622-2326,90013,4,1,"CRISIS INTERVENTION, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT/OLDER ADULT,"ENGLISH, KOREAN, SPANISH, VIETNAMESE",DMH,MON - FRI 8:00 AM - 5:00 PM,BY REFERRAL ONLY
7706,DOWNTOWN MENTAL HEALTH CENTER FSP PROGRAM,426. S SAN PEDRO ST.,LOS ANGELES,(213) 633-2903,90013,4,1,"COMMUNITY OUTREACH SERVICES, CRISIS INTERVENTION, FULL SERVICE PARTNERSHIP (FSP), MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT,"ENGLISH, SPANISH",DMH,MON - FRI 8:00 AM - 5:00 PM,MON - FRI 8:00 AM - 5:00 PM
7904,DMH-PREVENTION AND EARLY INTERVENTION (PEI) PROGRAM,224 E.6TH ST.,LOS ANGELES,(213) 680-6300,90014,4,2,"COMMUNITY OUTREACH, CRISIS INTERVENTION, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PREVENTION & EARLY INTERVENTION (PEI), TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT,"ENGLISH, KOREAN, MANDARIN, SPANISH",DMH,MON - FRI 8:00 AM - 5:00 PM,MON - FRI 8:00 AM - 5:00 PM
7821,JUVENILE JUSTICE TRANSITIONAL AFTERCARE SERVICES,550 SOUTH VERMONT AVE. 4TH FL. #400,LOS ANGELES,(213) 738-4875,90020,4,2,"COMMUNITY OUTREACH, MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",JUVENILE JUSTICE,CHILD/TAY,"ENGLISH, SPANISH",DMH,MON - FRI 8:30 AM - 5:00 PM,BY REFERRAL ONLY
7443,SPECIALIZED FOSTER CARE-METRO NORTH,1933 SOUTH BROADWAY AVE. 6TH FL.,LOS ANGELES,(213) 763-1537,90007,4,2,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,CHILD/TAY,"CANTONESE, ENGLISH, FRENCH, GERMAN, ITALIAN, JAPANESE, SPANISH",DMH,MON-FRI 8:00 AM - 5:00 PM,BY REFERRAL ONLY
7057,DMH-WELLNESS/CRS PROGRAM,640-646 S. MAPLE AVENUE,LOS ANGELES,(213) 996-7300,90014,4,2,"ASSESSMENT, BENEFITS ESTABLISHMENT, CO-OCCURRING DISORDERS TREATMENT, CRISIS INTERVENTION, EMERGENCY AND PERMANENT HOUSING ASSISTANCE GROUP THERAPY, MEDICATION EVALUATION AND SUPPORT, TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT,"ARABIC, ARMENIAN, CANTONESE, ENGLISH, FARSI, IBO, KOREAN, MANDARIN, RUSSIAN, SPANISH, TAGALOG, VIETNAMESE",DMH,MON - FRI 8:00 AM - 5:00 PM,MON - FRI 8:00 AM - 5:00 PM
7765,NORTHEAST WELLNESS CENTER,5564 NORTH FIGUEROA ST.,LOS ANGELES,(323) 341-5100,90042,4,1,"CRISIS INTERVENTION, DAY TREATMENT, FULL SERVICE PARTNERSHIP (FSP), LIFE SUPPORT, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, TARGETED CASE MANAGEMENT, WELLNESS CENTER",OUTPATIENT,ADULT,"BURMESE, CANTONESE, ENGLISH, MANDARIN, SPANISH, TAGALOG, TAIWANESE",DMH,MON - FRI 8:00 AM - 5:00 PM,MON - FRI 8:00 AM - 5:00 PM
1914,NORTHEAST MENTAL HEALTH CENTER,5321 VIA MARISOL,LOS ANGELES,(323) 478-8200,90042,4,1,"CRISIS INTERVENTION, LIFE SUPPORT, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, SPECIALIZED FOSTER CARE, TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT,"BURMESE, CANTONESE, ENGLISH, FUKIENESE, KOREAN, MANDARIN, OTHER CHINESE, PORTUGESE, SPANISH, TAGALOG, TAIWANESE",DMH,MON - FRI 8:00 AM - 5:00 PM,MON - FRI 8:00 AM - 5:00 PM
7739,HOLLYWOOD MHC WELLNESS CENTER,5000 SUNSET BLVD.,LOS ANGELES,(323) 671-2600,90027,4,3,"CRISIS INTERVENTION, DAY TREATMENT, FULL SERVICE PARTNERSHIP (FSP), LIFE SUPPORT, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, TARGETED CASE MANAGEMENT, WELLNESS CENTER",OUTPATIENT,ADULT,"ARABIC, ARMENIAN, BULGARIAN, DANISH, ENGLISH, FARSI, FRENCH, HEBREW, KOREAN, RUSSIAN, SPANISH",DMH,MON - FRI 8:00 AM - 5:00 PM,MON - FRI 8:00 AM - 5:00 PM
1909,HOLLYWOOD MENTAL HEALTH CENTER,1224 NORTH VINE ST.,LOS ANGELES,(323) 769-6100,90038,4,3,"CRISIS INTERVENTION, FULL SERVICE PARTNERSHIP (FSP), LIFE SUPPORT, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, SPECIALIZED FOSTER CARE, TARGETED CASE MANAGEMENT, WELLNESS CENTER",OUTPATIENT,ADULT,"ARABIC, ARMENIAN, BULGARIAN, ENGLISH, FARSI, FRENCH, HINDI, KOREAN, RUSSIAN, SPANISH",DMH,MON - FRI 8:00 AM - 5:00 PM,MON - FRI 8:00 AM - 2:30 PM
